Type,Artist,Year,Album,Titel,text
Song,Haiyti,2021,SPEED DATE,WUNDER  ,"
[Intro]
„Ja, er hatte davor, kurz bevor, hab'n wir noch voll oft über dich gesprochen gehabt und da halt meinte er: Voll krass, was die gerissen hat und alles drum und dran. Was man, also das er sich auch gar nicht mehr so traut, so, einfach mal anzuschreiben, um Hallo zu sagen. Weißt du so, kommt so ein auf behindert, so, weißt du? Und ich meinte halt noch die ganze Zeit: Mach doch endlich, ihr kennt euch doch schon voll lange und so. Ja, keine Ahnung. Das Leben ist halt komisch, ne, es geht halt komische Wege. Und wie sagt man so schön? Die Besten sterben jung. Und er war definitiv einer von den Besten!“

[Hook]
Ich glaub', Wunder werden wahr, weil auch der kleinste Fluss den Berg zerbricht (Zerbricht, uh-uh)
Dieser Tunnel ist so schwarz, doch im Düstern sehe ich ein Licht (Ein Licht, uh-uh)
Ich hab' an dich geglaubt und ich wusste, dass ich dich vermiss' (Vermiss')
Und ich wollte, dass du weißt, dass du weißt, doch jetzt ist es zu spät (Zu spät)

[Part]
Kaufe Rosen in rot (Ja)
Kaufe Rosen in bunt (Ja)
Kaufe Rosen in blau (Ja)
Irgendwann wird alles gut
Vielleicht fehlt mir die Vernunft (Ey)
Denn ich spiele mit dem Tod (Ey)
Goldne Ketten auf der Brust (Ey)
Diese Ketten sind nur Trost (Ey)
Nein, es gibt kein Safe Space (Skrrt)
Sehe jeden Tag nur Mayday (Skrr)
Bis jemand die AK zieht (Hey)
Earth Angel, Daily Team (Krrr)
Skrr, pah-pah (Heh)
Ich hab' versucht dich anzurufen, aber du bist nicht rangegang'n
[Pre-Hook]
Alles ist möglich, ich glaube es wirklich
Bis es passiert und dann alle verwirrt sind
Ich bin noch hier, doch nicht weil es so schön ist
Ein Engel verführt dich, doch Engel sind tödlich

[Hook]
Ich glaub', Wunder werden wahr, weil auch der kleinste Fluss den Berg zerbricht (Zerbricht, uh-uh)
Dieser Tunnel ist so schwarz, doch im Düstern sehe ich ein Licht (Ein Licht, uh-uh)
Ich hab' an dich geglaubt und ich wusste, dass ich dich vermiss' (Vermiss')
Und ich wollte, dass du weißt, dass du weißt, doch jetzt ist es zu spät (Zu spät)

[Outro]
Alles ist möglich, ich glaube es wirklich
Bis es passiert und dann alle verwirrt sind
Ich bin noch hier, doch nicht weil es so schön ist
Ein Engel verführt dich, doch Engel sind tödlich"
Song,Haiyti,2021,SPEED DATE,BEVOR ES ENDET  ,"
[Hook]
Gib mir deine Hand, denn sonst fall' ich tief
Alles ist verbrannt, in der Anarchie
Spür', wie mich die Sonne blendet
Weck mich auf, bevor es endet
Gib mir deine Hand, denn sonst fall' ich tief
So viel ist verbrannt hier im Paradies
Spür', wie mich die Sonne blendet
Sag mir, wann ist es zu Ende?

[Part 1]
Asche auf mein'n Sneakern, daj mi čašu, daj mi vina, let's go
Mein bester Freund еin Dealer, frag' die Hoffnung in 'nеm Siebener, wouh
Bin immer noch ein Dreamer, doch kein Cash auf meiner Visa, abow
Scheiß auf MTV und Viva, ich hör' Radio Maria, oh-oh-oh
Kette aus Blei, hab' das Ghetto dabei und den Becher voll Leid
Vergiss mal den Hype, vergiss mal den Neid, ich bin Legend, du weißt
Brechender Asphalt und ich sehe, es endet die Zeit
Angels sippen es und ich hoffe, sie entfesseln mich bald

[Hook]
Gib mir deine Hand, denn sonst fall' ich tief
Alles ist verbrannt, in der Anarchie
Spür', wie mich die Sonne blendet
Weck mich auf, bevor es endet
Gib mir deine Hand, denn sonst fall' ich tief
So viel ist verbrannt hier im Paradies
Spür', wie mich die Sonne blendet
Sag mir, wann ist es zu Ende?
[Part 2]
Ich hab' Schabernack gemacht, doch an den Schaden nicht gedacht, ey
Zähl' keine Schafe in der Nacht und dieses Money macht mich krank, ey
Sag mir nicht, dass das hier alles ist
Sag mir, dass das hier 'ne Falle ist
Ich weiß, dass es nicht mehr lange geht
Denn Trapstars sterben nur im Rampenlicht
Jetzt bin ich in Love mit dem Pezevenk
So viele Chancen, doch ich mach' sie weg
Was ich brauch', ist in mei'm Bodybag
Hab' alles, was ich brauch', klar vercheckt

[Hook]
Gib mir deine Hand, denn sonst fall' ich tief
Alles ist verbrannt, in der Anarchie
Spür', wie mich die Sonne blendet
Weck mich auf, bevor es endet
Gib mir deine Hand, denn sonst fall' ich tief
So viel ist verbrannt hier im Paradies
Spür', wie mich die Sonne blendet
Sag mir, wann ist es zu Ende?"
Song,Haiyti,2021,SPEED DATE,GABBA,"
[Intro]
Uh-ja
Uh-uh (Uh-uh)
Uh-ja (Urgh)

[Hook]
Mein Herz ist auf Gabba, sagt boom-boom-bam-bam
Fühlt sich an wie damals, als wir Teenager war'n
Trage Dolce Gabbana, die Haare gemacht
Doch mein Herz ist auf Gabba, sagt boom-boom-bam-bam

[Post-Hook]
Boo-boo-boom-boom-bam-bam (Bam)
Boo-boo-boom-boom-bam-bam (Hi-hi-hi, ah-ah-ah)
Boo-boo-boom-boom-bam-bam (Hi-hi-hi, ah-ah-ah)
Sagt boom-boom-bam-bam (Hi-hi-hi, ah-ah-ah), heh, uh (He-he-he)

[Part 2]
Digga, durch die ganze Nacht
Denn du bist in mein'n Dreams
Digga, durch den ganzen Tag
Ich glaub', ich bin verliebt
Als wenn ich grade fliegen kann
Zu dieser Melodie
Ich hab' an dich so viel gedacht
Was ist mit mir passiert?
[Bridge]
Uh-ja, was du mit mir machst, hab' ich nicht gedacht
Wie ein Déjà-vu, bitte halt es ab
Uh-ja (Digga, durch die ganze Nacht), ja
Uh-ja (Digga, durch dеn ganzen Tag), uh-ja
Uh-ja (Digga, durch die ganze Nacht), uh-ja
Uh, uh, uh, ja

[Hooki]
Mеin Herz ist auf Gabba, sagt boom-boom-bam-bam
Fühlt sich an wie damals, als wir Teenager war'n
Trage Dolce Gabbana, die Haare gemacht
Doch mein Herz ist auf Gabba, sagt boom-boom-bam-bam

[Post-Hook]
Boo-boo-boom-boom-bam-bam (Bam)
Boo-boo-boom-boom-bam-bam (Hi-hi-hi, ah-ah-ah)
Boo-boo-boom-boom-bam-bam (Hi-hi-hi, ah-ah-ah)
Sagt boom-boom-bam-bam (Hi-hi-hi, ah-ah-ah), heh (Hi-hi-hi)

[Part 3]
Ich glaube, es hat Zoom gemacht
Geb' dir Zehn von Zehn wie Figo (Figo)
Eine Kugel in mein Herz und ich rufe Dr. Feelgood (Feelgood)
Ich schmelze dahin, du bist mein Fuego
Hand in Hand zu Gigi D'Agostino
[Bridge]
(Hi-hi-hi, ah-ah-ah), urgh
(Hi-hi-hi, ah-ah-ah)
(Hi-hi-hi, ah-ah-ah)
(Hi-hi-hi, ah-ah-ah)

[Part 4]
Und ich fahr' mit meinem Cousi, hi-hi
Durch die Welt, ich mache Movies, hi-hi
Guck-Guck mich an, ich trage Cookies, hi-hi
Bebi Cool, du bist mein Groupie, hi-hi, hi-hi, yeah

[Outro]
Yeah, yeah, yeah
Hi-hi-hi, hi-hi-hi
Hi-hi-hi, hi-hi-hi, hi
Hi-hi-hi, hi-hi-hi
Hi-hi-hi, hi-hi-hi, hi"
Song,Haiyti,2019,Perroquet,Coco Chanel  ,"[Hook]
Huh! Sie nenn'n mich Coco Chanel
Zähle die Patte im Stundenhotel
Meine Perlen leuchten hell
Haare Arielle
Huh! Sie nenn'n mich Coco Chanel
Zähle die Patte im Stundenhotel
Meine Perlen leuchten hell
Haare Arielle

[Post-Hook]
Sie nenn'n mich Coco Chanel
Meine Perlen leuchten hell

[Part 1]
Mache das nur für das Money
Öffne die Tür nur für Gianni
Auf meinem T-Shirt ein Bunny
Doch sehe nur Schlangen – Cavalli
Ey, mache es nur fürs Dinero
Keiner von uns ist auf Zero
Er kommt mir an wie ein Perro
Von meinem Zeug werden sie Emo
Lauf' mit Johnnie Walker, hab' ihn an der Hand
Keiner von uns wär' lieber am Strand
Wir lagern keine Scheine auf der Bank
Und das Ice, es funkelt, funkelt in mei'm Kopf
[Pre-Hook 1]
Fühl' mich so very fly
Smoke das Cali-Weed
Outfit ist all over white
Und wenn sie kommen, dann kommen sie
Sie nenn'n mich Burberry
Noch ein'n, noch ein'n, noch ein'n Deal
Roll' auf 'ner Tonne Ski
Und wenn sie wollen, dann wollen sie

[Hook]
Huh! Sie nenn'n mich Coco Chanel
Zähle die Patte im Stundenhotel
Meine Perlen leuchten hell
Haare Arielle
Huh! Sie nenn'n mich Coco Chanel
Zähle die Patte im Stundenhotel
Meine Perlen leuchten hell
Haare Arielle

[Post-Hook]
Sie nenn'n mich Coco Chanel
Meine Perlen leuchten hell

[Part 2]
Trage die Heels, habe das Kies
Limo ist Speed, roll' auf Granit
Zähle die Scheine, seh' Colors im Jeep
Die Summe ist hoch, doch die Karre liegt tief
Sorry, Habibi, bei dir läuft es schief
Meine Grillz glitzern wie bei 'nem Bandit
Scheine sind schön, sie nenn'n mich ein Biest
Flippe die Packages nachts auf dem Kiez
Bewege mich nur für das Budget, ey
Rappe auf Type Beats von Travis, ey
Du willst wissen, wie ich's mache, ey
Weiße Limo, weiße Tasche
[Pre-Hook 2]
Body-Packs kommen Economy
Coco Chanel, follow, follow me
Noch ein'n, noch ein'n, noch ein'n Key
Und wenn sie kommen, dann kommen sie

[Hook]
Huh! Sie nenn'n mich Coco Chanel
Zähle die Patte im Stundenhotel
Meine Perlen leuchten hell
Haare Arielle
Huh! Sie nenn'n mich Coco Chanel
Zähle die Patte im Stundenhotel
Meine Perlen leuchten hell
Haare Arielle"
Song,Haiyti,2019,Perroquet,Es kostet  ,"[Pre-Hook]
Das Hotel kostet (ey)
Die Nails, sie kosten (uh)
Der Wein ist trocken (ah)
Die Pulle kostet (uh, ey)
Die Karre kostet (wouh)
Der Sprit, er kostet (uih)
Die Kalash kostet
Dein Fehler? Er kostet! (ey)

[Hook]
Es kostet, es kostet
Es kostet, es kostet
Es kostet, es kostet
Es kostet, es kostet
Mein Outfit, es kostet (ey)
Die Ketten, sie kosten (ah, ey)
Der Mercer, er kostet (ürh, ürh)
Ich will nur kosten (wouh)

[Part 1]
Meine Zeit, sie kostet (ey)
Die Klunkersteine kosten (bling)
Grüße aus dem Cockpit (wouh)
Ich habe nichts verbrochen (yey)
Mein Yugo? Gebrochen! (uh)
Das Money wird verdoppelt (ey, ey)
Die Falle zu verlockend
Das Foto Russenhocke (ey)
Meine Schuhe schocken (uh)
Und die Groschen droppen (brrp)
Ich muss Promis blocken (üah)
Meine Tipps, sie kosten (ürh, ürh)
Haiyti aus den Boxen (ürh, ürh)
Zocke mit den Bossen (wouh)
Es entstehen Kosten (ey, ey, ey)
Ich mach' mich auf die Socken
[Pre-Hook]
Das Hotel kostet (ey)
Die Nails, sie kosten (uh)
Der Wein ist trocken (ah)
Die Pulle kostet (uh, ey)
Die Karre kostet (wouh)
Der Sprit, er kostet (uih)
Die Kalash kostet
Dein Fehler? Er kostet! (ey)

[Hook]
Es kostet, es kostet
Es kostet, es kostet
Es kostet, es kostet
Es kostet, es kostet
Mein Outfit, es kostet (ey)
Die Ketten, sie kosten (ah, ey)
Der Mercer, er kostet (ey)
Ich will nur kosten

[Part 2]
Edeltropfen verkostet (yeah, yeah)
Danach die Bar übernommen
Ich laufe durch die Kontrollen (ey)
Doch habe nichts zu verzollen (ürh, ürh, ürh)
Kameramann ist verschollen (ey)
Ich hab’ den Markt übernommen (uh)
Die ganze Stadt riecht nach Pollen
Denn meine Läufer, sie rollen (rawr, rawr)
Wo ist die Poolparty? (wouh)
Ketten voll Fugazis, ey
Mache im Loop Money, ey
Fahre den Bugatti, ey
Felgen in Blue-Metallic, ey
Guck, meine Uhr ist Patek, ey
Mir egal, wer du bist oder worum es geht
Hier geht es nur um Budget
[Pre-Hook]
Das Hotel kostet (ey)
Die Nails, sie kosten (uh)
Der Wein ist trocken (ah)
Die Pulle kostet (uh, ey)
Die Karre kostet (wouh)
Der Sprit, er kostet (uih)
Die Kalash kostet
Dein Fehler? Er kostet!

[Hook]
Es kostet, es kostet
Es kostet, es kostet
Es kostet, es kostet
Es kostet, es kostet
Mein Outfit, es kostet (ey)
Die Ketten, sie kosten (ah, ey)
Der Mercer, er kostet (ürh)
Ich will nur kosten

[Outro]
Es kostet, es kostet
Es kostet, es kostet
Es kostet, es kostet
Es kostet, es kostet
Es kostet, es kostet
Es kostet, es kostet
Es kostet, es kostet
Es kostet, es kostet"
Song,Haiyti,2019,Perroquet,Tansania (Ft. Lent)  ,"[Part 1: Haiyti]
Hab' kein Trikot von Figo (ey), ich glitzer' wie Zigo (ey)
Mach chico, Amigo (wouh), aus Milli ein Kilo (brrr)
Keine Zeit für dein'n Deep-Talk (ey)
Bin der Hotspot im Skiort (aua)
Import, Export (ürh, ürh)
Mädchen Escort (ürh)
Mache das nur für die Bloodline (wouh)
Das Blow in der Tasche ist astrein
U-Turn auf A3
Auf der Straße nie artig, mag sein

[Pre-Hook 1: Haiyti]
Der Rari 'ne Limo (ah)
Die Barbie ist billo (uh)
Das Feuerzeug Zippo (ey)
Schalldämpfer Pillow (ey)
Der Rari 'ne Limo
Die Barbie ist billo
Das Feuerzeug Zippo
Schalldämpfer Pillow (uh, ah)

[Hook: Haiyti]
Die Steine sind aus Tansania (uh, ah)
Ich hör' nur auf die Submariner (uh, rawr, rawr)
Keine Zeit zu diskutier'n (uh, ah)
Gib nicht mal auf Auge für mein'n Bruder (oha)
Die Steine sind aus Tansania (uh, ah)
Ich hör' nur auf die Submariner (uh, rawr, rawr)
Keine Zeit zu diskutier'n (uh, ah)
Gib nicht mal auf Auge für mein'n Bruder (oha)
[Part 2: Lent]
(Pap, pap) Tansanit, das sind keine VVS (keine VVS)
Dreh' Bass auf im Jeep, ah, das ist für die Street
Fly wie E.T., Lent und Haiyti (Lent, Haiyti)
Linz und Berlin, Hater Rest in Peace (Ja, Rest in Peace)
Trink' Lean, es sieht wie Magenta aus
In der Booth brennt's, ja, allemann raus
Mach' zu viel, sie woll'n alle mein'n Sound
Pussy will Beef, ja, allemann rauf
Fahrenheit, riech' wie ein Boss
Vier-zwei Linz, ich bin hier Don
Du Hur'nsohn wie Kim Jong Un
Move wie ein Geist, Diggi, James Bond

[Pre-Hook 2: Lent & Haiyti]
Keine Zeit zu diskutier'n (keine Zeit)
Ich mach' Millens mit mei'm Bruder (uh, ah)

[Hook: Haiyti]
Die Steine sind aus Tansania (uh, ah)
Ich hör' nur auf die Submariner (uh, rawr, rawr)
Keine Zeit zu diskutier'n (uh, ah)
Gib nicht mal auf Auge für mein'n Bruder (oha)
Die Steine sind aus Tansania (uh, ah)
Ich hör' nur auf die Submariner (uh, rawr, rawr)
Keine Zeit zu diskutier'n (uh, ah)
Gib nicht mal auf Auge für mein'n Bruder (oha)"
Song,Haiyti,2019,Perroquet,Droptop (Ft. Milonair)  ,"[Intro: Haiyti]
Drop-top, Bitch und die Glock macht klick
Komm' mit Pushers in den Laden und der Cocktail drippt (uh)
20k auf Tasche, doch das schockt mich nicht
Guck mal, meine Kette kostet schon das Doppelte (rrah)

[Part 1: Haiyti]
Versenkt den Anker (uh) vor Casablanca (ey)
Bring' Hehlerware nach Alemania (ah)
Trag' Kroko-Leder, du nur Salamander (uh)
Auf den Straßen leise wie ein schwarzer Panther (rrr)
Das Geld bleibt nicht lange in den Taschen (uh)
Deine Sidebitch trinkt auf meinen Nacken (au)
VIP-Lounge, Grey-Goose-Flaschen (ja)
Money-Loop, ja, ich zähle nur die Batzen

[Hook: Haiyti & Milonair]
Dro-Dro-Droptop, Bitch und die Glock macht klick
Komm' mit Pushers in den Laden und der Cocktail drippt (uh)
20k auf Tasche, doch das schockt mich nicht
Guck mal, meine Kette kostet schon das Doppelte (aha)
Dro-Dro-Droptop, Bitch und die Glock macht klick
Komm' mit Pushers in den Laden und der Cocktail drippt (Drip)
20k auf Tasche, doch das schockt mich nicht (ah, check)
Guck mal, meine Kette kostet schon das Doppelte (oh)
[Part 2: Milonair]
Brillis schwarz wie die Nacht, ab geht's, Sendung
Eis um den Hals wie bei Nackenverletzung (haha)
Party, heut Nacht, schmeiß' Flaschen, erster Mai (check)
Haare von [?], wird Ali Karimi sein
G-Klasse-Cabrio, Dach hab' ich abgeflext (haha)
Frisch vom Privat-Landeplatz nur mit Handgepäck (jajaja)
Joints bau'n im Flieger, Leben im Himmel (Milo)
Zehn Kilometer, Sky ohne Limit (Para)
Und das Geld wird immer mehr in mein'n Taschen
Trage so viel Cash mit mir, dass es irgendwann zur Last fällt
Der Tresorraum ist schon lange überfüllt
Also schmeiß' ich täglich Scheine weg, als wären sie nur Müll
Milonair, ah

[Hook: Haiyti]
Dro-Dro-Droptop, Bitch und die Glock macht klick
Komm' mit Pushers in den Laden und der Cocktail drippt (uh)
20k auf Tasche, doch das schockt mich nicht
Guck mal, meine Kette kostet schon das Doppelte (rra)
Dro-Dro-Droptop, Bitch und die Glock macht klick
Komm' mit Pushers in den Laden und der Cocktail drippt (Drip)
20k auf Tasche, doch das schockt mich nicht
Guck mal, meine Kette kostet schon das Doppelte (rra)

[Part 3: Haiyti]
Uh, es war mal mehr auf mei'm Giro (Giro)
Doch ich brauche das Dinero (Diro)
Heute [?], früher Lido (Lido)
Vom Milligramm zum Kilo
Guck mal, ich tanze wieder Crip, mache den Moonwalk auf dem Tisch
Habe das Alles nicht im Griff, kippe das Eis aus meinem Drink
Bin der Star in meinem Viertel, hab' ein Dollar-Sign am Gürtel
Mach' auf lowkey, doch bin irre, bin mir sicher, dass er würde
[Outro: Haiyti]
Drop-top, Bitch und die Glock macht—
Dro-Dro-Droptop, Bitch und die Glock macht— (uh)
Drop-top, Bitch und die Glock macht—
Dro-Dro-Droptop, Bitch und die Glock macht— (ah)
Drop-top, Bitch und die Glock macht klick
Komm' mit Pushers in den Laden und der Cocktail drippt (uh)
20k auf Tasche, doch das schockt mich nicht
Guck mal, meine Kette kostet schon das Doppelte (rra)"
Song,Haiyti,2019,Perroquet,Uzi  ,"[Pre-Hook]
Kein Sponsor von Ferucci (ah)
Doch komm' in deine Boutique (heh)
Scheiß mal auf dein Souvenir (autsch)
Hab' die Scheine in der Blue Jeans (ey)
Wenn nicht mit Rap, dann mit der Uzi (wouh)
Kein Sponsor von Ferucci (brra, uh)
Doch komm' in deine Boutique (wah, wah)
Scheiß mal auf dein Souvenir (brrr)
Hab' die Scheine in der Blue Jeans (ey, wouh, ah, ah)
Wenn nicht mit Rap, dann mit der Uzi (wouh, ah)

[Hook]
Wenn nicht mit Rap, dann mit der— (ah)
Wenn nicht mit Rap, dann mit der— (uhh-ihh)
Wenn nicht mit Rap, dann mit der— (uh), uh, uh
Wenn nicht mit Rap, dann mit der Uzi, Uzi
Wenn nicht mit Rap, dann mit der— (ah)
Wenn nicht mit Rap, dann mit der— (uhh-ihh), uh
Wenn nicht mit Rap, dann mit der—, uh, uh
Wenn nicht mit Rap, dann mit der Uzi, Uzi (woah)

[Part 1]
Wenn nicht mit Rap, dann mit der Uzi
Ich bin bad, doch mach' auf boujee (boujee)
Das hier ist kein Bett von Judie
Auf Hayiti im Jacuzzi (ah)
Doch kommt nicht auf Booty, bah (uhh-wah)
Dieses Mädchen Abturn, lebe in 'ner Bad-World
Geh mal lieber ackern, Bullen woll'n mich abhör'n
Meine Scheine flattern ständig aus den Taschen
Schön, dass du da warst, Party auf mein'n Nacken
Black Ice, ja, ich komm' von Downtown
Sie nenn'n mich die Trap-Queen, Haiyti deine Traumfrau
Und sie woll'n mich aufbau'n, denn ich bin auf low-low, uh
Meine neue Single ist schon out now
[Bridge]
Flashig und sie kommt mit Maclights
Ich will auch mal schießen, gib mir mal die TEC-9
Hänge nur mit Plugs ab, komme von der Westside
Anrufe aus Texas, du fährst S3

[Pre-Hook]
Kein Sponsor von Ferucci (ah)
Doch komm' in deine Boutique (heh)
Scheiß mal auf dein Souvenir (autsch)
Hab' die Scheine in der Blue Jeans (ey)
Wenn nicht mit Rap, dann mit der Uzi (wouh)
Kein Sponsor von Ferucci (brra, uh)
Doch komm' in deine Boutique (wah, wah)
Scheiß mal auf dein Souvenir (brrr)
Hab' die Scheine in der Blue Jeans (ey, wouh, ah, ah)
Wenn nicht mit Rap, dann mit der Uzi (wouh, ah)

[Hook]
Wenn nicht mit Rap, dann mit der— (ah)
Wenn nicht mit Rap, dann mit der— (uhh-ihh)
Wenn nicht mit Rap, dann mit der— (uh), uh, uh
Wenn nicht mit Rap, dann mit der Uzi, Uzi
Wenn nicht mit Rap, dann mit der— (ah)
Wenn nicht mit Rap, dann mit der— (uhh-ihh), uh
Wenn nicht mit Rap, dann mit der—, uh, uh
Wenn nicht mit Rap, dann mit der Uzi, Uzi (woah)
[Part 2]
Uh! Letzte Nacht war ein Volltreffer (uh)
Avec plaisir, ich brauch' keine Dolmetscher (no, no)
Zehn Anwesen in neun Ländern (ja)
Big Buds, doch ich rolle keine Holländer
Uh, oui, Party mit der Uzi (brr)
Ich war ganz unten, doch jetzt hier
Sie nenn'n mich ein Paper-Girl, ich mach' Papier (wouh)
Du kannst nur verlier'n, musst vorbei an mir
Geh mir aus den Schatten und stell mir keine Fragen (wouh)
Halt mal deine Backen, bevor Geschäfte platzen (pow, pow)
Ich bin kurz vorm Wahnsinn, Patte ganz in Batzen
Doch machte keine Platte [?]

[Bridge]
Flashig und sie kommt mit Maclights
Fla-Flashig und sie kommt mit Maclights
Ich will auch mal schießen, gib mir mal die TEC-9
Hänge nur mit Plugs ab, komme von der Westside
Anrufe aus Texas, du fährst S3

[Hook]
Wenn nicht mit Rap, dann mit der— (ah)
Wenn nicht mit Rap, dann mit der— (uhh-ihh)
Wenn nicht mit Rap, dann mit der— (uh), uh, uh
Wenn nicht mit Rap, dann mit der Uzi, Uzi
Wenn nicht mit Rap, dann mit der— (ah)
Wenn nicht mit Rap, dann mit der— (uhh-ihh), uh
Wenn nicht mit Rap, dann mit der—, uh, uh
Wenn nicht mit Rap, dann mit der Uzi, Uzi (woah)"
Song,Haiyti,2019,Perroquet,Cappuccino in Mailand  ,"[Intro]
Woah, rrr, ahh

[Part 1]
Meine Nails sind aus Skyscraper-Glas
Für die Steine hätt' ich beinah bezahlt
Guck mich an, denn ich leuchte wie Stars
Und er weiß, was ich mag und er bleibt über (uh) Nacht
Auf meine Heels gab es keinen Rabatt
Meinen Flieger hätt' ich beinah verpasst
Du fragst mich was, doch ich schweife grad ab
Und ich weiß, was er mag und ich bleib' noch 'nen Tag (rrr)

[Pre-Hook]
Made in China, der Trip, hab' ihn eiskalt gesippt
Und ich slide auf dem Drip, doch die Einnahmen stimm'n
Made in China, der Trip, eiskalt gesippt
Ich slide auf dem Drip, Drip, Drip, Drip

[Hook]
Cappuccino in Mailand (uh)
Der Designer ist China
Porzellan etwas feiner, Chihuahua ein Tiger
Bestelle alles zweimal
Cappuccino in Mailand (ahh)
Der Designer ist China (ting, wa, wa)
Auf ein'n Tee mit dem Kaiser, Geldtransfer aus Taiwan
Bestelle alles dreimal
[Part 2]
In Saint-Tropez hat es grade geschneit
Für ein'n Drink flieg' ich nur kurz in die Schweiz
Er steht drauf, wenn ich Scheine zerreiß' (uh, brr)
Und er weiß, ich bin heiß, kauft mir Diamonds aus Ice (ah, ah)
Wache auf in der Suite und geh' live
Der Concierge trägt für mich heute weiß
Hab' ein'n Tisch, doch ich sitz' nicht dabei
Er fragt sich, wo ich bleib', nehm' sein'n Ring doch sag, „Nein!“

[Pre-Hook]
Made in China, der Trip, hab' ihn eiskalt gesippt
Und ich slide auf dem Drip, doch die Einnahmen stimm'n
M-M-Made in China, der–, eiskalt gesippt
Ich slide auf dem Drip, Drip, Drip, Drip

[Hook]
Cappuccino in Mailand
Der Designer ist China (wei, wei, wei)
Porzellan etwas feiner, Chihuahua ein Tiger
Bestelle alles zweimal
Cappuccino in Mailand (wei, wei, wei)
Der Designer ist China
Auf ein'n Tee mit dem Kaiser, Geldtransfer aus Taiwan
Bestelle alles dreimal (tsching-tsching, bong)
[Bridge]
Zahle nur in Barcash
Was soll ich mit dein'n Barschecks?
Geb' dem Fahrer Bakschisch
Koffer voller Bargeld, uh

[Hook]
Cappuccino in Mailand (ahh)
Der Designer ist China (ting, wa, wa)
Porzellan etwas feiner, Chihuahua ein Tiger
Bestelle alles zweimal
Cappuccino in Mailand (Chi-Chi-Chi)
Der Designer ist China (Chi-Chi-na)
Auf ein'n Tee mit dem Kaiser, Geldtransfer aus Taiwan
Bestelle alles dreimal (Express)

[Outro]
Cappuccino in Mailand (ming, guang, guang, guing, tei, mei, lei)
Der Designer ist China (tei, mei, la, gui, mei, la, Chi-Chi-Chi-China)
Bestelle alles zweimal (Chi-Chi-Chi, Chi-China)
Auf ein'n Tee mit dem Kaiser, Geldtransfer aus Taiwan
Bestelle alles dreimal"
Song,Haiyti,2019,Perroquet,Chatboy  ,"[Intro]
Ey, uh, ah

[Part 1]
Chatboys, ah, schreibt mich an
Treffen? Klar, heute Nacht
Alles da, bleib entspannt
Meld' mich dann, wenn ich kann
Du ziehst mich an, ich zieh' dich aus
Bestellen was, du gibst mir aus
Okay, er darf, ich will ihn auch
Er macht nur Spaß, ich bin in Love

[Pre-Hook 1]
Mach die Kippen an, zeig mir, was du hast
Brauche noch ein'n Drink, ich bin viel zu drunk
Erzähl mir, was du magst, bitte nicht zu lang
Muss dich wiederseh'n, hab's nicht in der Hand

[Hook]
Er ist mein Chatboy (ey), komm in die Trap, Boy (wouh)
Er ist mein Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (boy, wouh)
Er ist mein Chatboy (ey), komm in die Trap, Boy (wouh)
Er ist mein Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (boy)

[Part 2]
Er schreibt mir, „OMG!“, ich schreib' ihm, „Follow me!“
Crazy Fantasie, keine Garantie
Ich lass' ihn weiterzieh'n, mache grad' 'nen Deal
Trappe Galaxie, kaum noch Batterie
Er nennt mich Baby-Baby-Boo, ich nenn' ihn Daddy-Daddy-Cool
Er schickt mir sexy, sexy Nudes, doch damit hab' ich nix zu tun
Er ist kein Baka-Baka-Boo, nein, Ka-Baka-Baka-Boo
Ich mag alles, was er tut, Mann, ich kriege nie genug
[Hook]
Er ist mein Chatboy, komm in die Trap, Boy
Er ist mein Chat-, Chat-, Chat-, Chat-, Chat-, Chat- (wouh)
Er ist mein Chatboy (ey), komm in die Trap, Boy (wouh)
Er ist mein Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (boy)

[Bridge]
Komm in' Chat, komm in' Chat
Komm in' Chat, komm in' Chat
Komm in' Chat, komm in' Chat
Komm in'—, komm in'—, komm in'—
Komm in' Chat, komm in' Chat
Komm in' Chat, komm in' Chat
Komm in' Chat, komm in' Chat
Komm in'—, komm in'—, komm in'—

[Hook]
Er ist mein Chatboy (ey), komm in die Trap, Boy (wouh)
Er ist mein Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (boy)
Er ist mein Chatboy (ey), komm in die Trap, Boy (wouh)
Er ist mein Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (Chat-), Chat- (boy)"
